ID,Book,chapter,scene,speaker1,speaker2,n_turns,start_dialogue,end_dialogue,words_intervened,name_changes,other_changes,text,comments,translation needs to be checked,random selection,NORSK OVERSETTELSE,SIDETALL I NORSK OVERS.,NORSK 2,correction
JE_7,JE,6,7,Jane,Helen,3,,,,,,"“Do you come a long way from here?”“I come from a place farther north, quite on the borders of Scotland.”“Will you ever go back?”",shortened to have 3 turns,,,"""Kommer du langt herfra?"" ""Jeg kommer fra et sted lenger nord, helt ved grensen til Skottland."" ""Kommer du til å dra tilbake noen gang?""",56,"""Kommer du langt herfra?"" 
""Jeg kommer fra et sted lenger nord, helt ved grensen til Skottland."" 
""Kommer du til å dra tilbake noen gang?""",
JE_11,JE,9,11,Helen,Jane,6,,,,,,"“How comfortable I am! That last fit of coughing has tired me a little; I feel as if I could sleep: but don’t leave me, Jane; I like to have you near me.”“I’ll stay with you, dear Helen: no one shall take me away.”“Are you warm, darling?”“Yes.”“Good-night, Jane.”“Good-night, Helen.”",,,,"""Så godt jeg har det! Den siste hosterien gjorde meg litt trett, det føles som om jeg kunne sove; men ikke gå fra meg, Jane, jeg liker å ha deg hos meg."" ""Jeg blir hos deg, kjæreste Helen, ingen skal få meg vekk herfra."" ""Har du det varmt nok, kjære?"" ""Ja."" God natt, Jane."" ""God natt, Helen."" ",85,"""Så godt jeg har det! Den siste hosterien gjorde meg litt trett, det føles som om jeg kunne sove; men ikke gå fra meg, Jane, jeg liker å ha deg hos meg."" 
""Jeg blir hos deg, kjæreste Helen, ingen skal få meg vekk herfra."" 
""Har du det varmt nok, kjære?"" 
""Ja.""
""God natt, Jane."" 
""God natt, Helen."" ",
JE_12,JE,10,12,Jane,Bessie,4,,,,,,"“What does he look like?”“He is very tall: some people call him a fine-looking young man; but he has such thick lips.”“And Mrs. Reed?”“Missis looks stout and well enough in the face, but I think she’s not quite easy in her mind: Mr. John’s conduct does not please her—he spends a deal of money.”",not checked by Anne,,,"""Hvordan ser han ut?"" ""Han er veldig høy; noen sier at han er ordentlig kjekk, men han har så tykke lepper."" ""Og mrs. Reed?"" ""Fruen er rundt og frisk nok i ansiktet, men jeg tror ikek hun har det helt lett - hun liker ikke opførselen til mr. John, han bruker fryktelig mye penger.""",94,"""Hvordan ser han ut?"" 
""Han er veldig høy; noen sier at han er ordentlig kjekk, men han har så tykke lepper."" 
""Og mrs. Reed?"" 
""Fruen er rundt og frisk nok i ansiktet, men jeg tror ikek hun har det helt lett - hun liker ikke opførselen til mr. John, han bruker fryktelig mye penger.""",
JE_14,JE,11,14,An old lady,Jane,3,,,,,,"“Miss Fairfax? Oh, you mean Miss Varens! Varens is the name of your future pupil.”“Indeed! Then she is not your daughter?”“No,—I have no family.”",,,,"""Miss Fiarfax? Å, De mener miss Varens! Varens er navnet på Deres fremtidige elev."" ""Jaså! Så da er hun ikke Deres datter?"" Nei - jeg har ingen familie.""",100,"""Miss Fiarfax? Å, De mener miss Varens! Varens er navnet på Deres fremtidige elev."" 
""Jaså! Så da er hun ikke Deres datter?"" 
""Nei - jeg har ingen familie.""",
JE_15,JE,12,15,"[""A stranger""]",Jane,3,,,,,,"“Do you know Mr. Rochester?”“No, I have never seen him.”“He is not resident, then?”",,,,"""Kjenner du mr. Rochester?"" ""Nei, jeg har aldri sett ham."" ""Så da bor han der altså ikke?""",119,"""Kjenner du mr. Rochester?"" 
""Nei, jeg har aldri sett ham."" 
""Så da bor han der altså ikke?""",
JE_17,JE,13,17,Mr. Rochester,Jane,3,,,,,,"“What age were you when you went to Lowood?”“About ten.”“And you stayed there eight years: you are now, then, eighteen?”",,,,"""Hvor gammel var De da De kom til Lowood?"" ""Rundt ti."" ""Og De ble der i åtte år; da er De altså atten?"" ",128-129,"""Hvor gammel var De da De kom til Lowood?"" 
""Rundt ti."" 
""Og De ble der i åtte år; da er De altså atten?"" ",
JE_23,JE,19,23,Jane,Sibyl,11,,,,,,"“I don’t care about it, mother; you may please yourself: but I ought to warn you, I have no faith.”“It’s like your impudence to say so: I expected it of you; I heard it in your step as you crossed the threshold.”“Did you? You’ve a quick ear.”“I have; and a quick eye and a quick brain.”“You need them all in your trade.”“I do; especially when I’ve customers like you to deal with. Why don’t you tremble?”“I’m not cold.”“Why don’t you turn pale?”“I am not sick.”“Why don’t you consult my art?”“I’m not silly.”",,,,"""Det er det samme for meg, gamlemor, De får gjøre som De vil; men jeg advarer Dem om at jeg ikke tror p slikt."" ""Det ligner den frekkheten Deres å si det; det var det jeg tenkte, jeg hørte det i skrittene da De trådte over terskelen."" ""Gjorde De det? De har et oppmerksomt øre."" ""Det har jeg, og et oppmerksomt øye og en oppmerksom hjerne."" ""De trenger dem alle i Deres fag."" ""Det gjør jeg, og især når jeg har med lsike som Dem å gjøre. Hvorfor skjelver De ikke?"" ""Jeg er ikke kald."" ""Hvorfor blekner De ikke?"" ""Jeg er ikke syk."" ""Hvorfor benytter De Dem ikke av mine kunster?"" ""Jeg er ikke dum."" ",200-201,"""Det er det samme for meg, gamlemor, De får gjøre som De vil; men jeg advarer Dem om at jeg ikke tror på slikt.""
""Det ligner den frekkheten Deres å si det; det var det jeg tenkte, jeg hørte det i skrittene da De trådte over terskelen."" 
""Gjorde De det? De har et oppmerksomt øre."" 
""Det har jeg, og et oppmerksomt øye og en oppmerksom hjerne."" 
""De trenger dem alle i Deres fag."" 
""Det gjør jeg, og især når jeg har med slike som Dem å gjøre. Hvorfor skjelver De ikke?"" 
""Jeg er ikke kald."" 
""Hvorfor blekner De ikke?"" 
""Jeg er ikke syk."" 
""Hvorfor benytter De Dem ikke av mine kunster?"" 
""Jeg er ikke dum."" ",
JE_28,JE,20,27,Jane,Mr. Rochester,3,,,,,,"”“Do you like this sunrise, Jane? That sky with its high and light clouds which are sure to melt away as the day waxes warm—this placid and balmly atmosphere?”“I do, very much.”“You have passed a strange night, Jane.”",shortened to 3 because I needed one more dialogue with 3 turns and this one was too long anyway,,,"""Liker De soloppgangen, Jane? Denne himmelen med de høye, lette skyene som helt sikkert vil løse seg opp når dagen blir varmere - denne fredfulle, angende luften?"" ""Ja, svært."" ""De har hatt en underlig natt, Jane."" ",220,"""Liker De soloppgangen, Jane? Denne himmelen med de høye, lette skyene som helt sikkert vil løse seg opp når dagen blir varmere - denne fredfulle, angende luften?"" 
""Ja, svært."" 
""De har hatt en underlig natt, Jane."" ","NB - ""angende"" is a very rare term in Norwegian; sounds very ""poetic/elaborately literary"""
JE_30,JE,21,28,Robert Leaven,Jane,6,,,,,,"“Mr. John died yesterday was a week, at his chambers in London.”“Mr. John?”“Yes.”“And how does his mother bear it?”“Why, you see, Miss Eyre, it is not a common mishap: his life has been very wild: these last three years he gave himself up to strange ways, and his death was shocking.”“I heard from Bessie he was not doing well.”","check ""at his chambers"" in translation",,,"""Mr. John døde for en uke siden i går, i leiligheten sin i London."" ""Mr. John?"" ""Ja."" ""Og hvordan tar hans mor det?"" ""Vel, De skjønner, miss Eyre, at det var ikke noe alminnelig uhell; han levde et vilt liv, de tre siste årene hadde han lagt seg til noen underlige vaner, og måten han døde på var sjokkerende."" ""Jeg hørte av Bessie at det ikke gikk godt med ham.""",226,"""Mr. John døde for en uke siden i går, i leiligheten sin i London.""
""Mr. John?"" 
""Ja."" 
""Og hvordan tar hans mor det?"" 
""Vel, De skjønner, miss Eyre, at det var ikke noe alminnelig uhell; han levde et vilt liv, de tre siste årene hadde han lagt seg til noen underlige vaner, og måten han døde på var sjokkerende."" 
""Jeg hørte av Bessie at det ikke gikk godt med ham.""",
JE_32,JE,21,29,Mr. Rochester,Jane,7,,,,,,"“How long will you stay?”“As short a time as possible, sir.”“Promise me only to stay a week—”“I had better not pass my word: I might be obliged to break it.”“At all events you will come back: you will not be induced under any pretext to take up a permanent residence with her?”“Oh, no! I shall certainly return if all be well.”“And who goes with you? You don’t travel a hundred miles alone.”
",,,,"""Hvor lenge vil De bli?"" ""Så kort som mulig, sir."" ""Lov meg å bare bli en uke - "" ""Det er nok best jeg ikke gir mitt ord; jeg kunne bli nødt til å bryte det."" ""Men De kommer tilbake, ikke sant, De vil ikke la Dem overtale av noe som helst til å bli boende der?"" ""Nei da! Jeg kommer helt sikkert tilbake hvis alt går som det skal."" ""Og hvem reiser sammen med Dem? De reiser ikke seksten mil alene.""",229,"""Hvor lenge vil De bli?"" 
""Så kort som mulig, sir."" 
""Lov meg å bare bli en uke - "" 
""Det er nok best jeg ikke gir mitt ord; jeg kunne bli nødt til å bryte det."" 
""Men De kommer tilbake, ikke sant, De vil ikke la Dem overtale av noe som helst til å bli boende der?"" 
""Nei da! Jeg kommer helt sikkert tilbake hvis alt går som det skal."" 
""Og hvem reiser sammen med Dem? De reiser ikke seksten mil alene.""",
JE_34,JE,23,31,Mr. Rochester,Jane,4,,,,,,"“Do you doubt me, Jane?”“Entirely.”“You have no faith in me?”“Not a whit.”",,,,"""Tviler De, Jane?"" ""Ja."" ""Har De ingen tillit til meg?"" ""Ikke det grann.""",260,"""Tviler De, Jane?"" 
""Ja."" 
""Har De ingen tillit til meg?"" 
""Ikke det grann.""",
JE_36,JE,24,33,Jane,Mr. Rochester,7,,,,,,"“No, thank you, sir.”“And what for, ‘no, thank you?’ if one may inquire.”“I never have dined with you, sir: and I see no reason why I should now: till—”“Till what? You delight in half-phrases.”“Till I can’t help it.”“Do you suppose I eat like an ogre or a ghoul, that you dread being the companion of my repast?”“I have formed no supposition on the subject, sir; but I want to go on as usual for another month.”",,,,"""Nei takk, sir."" ""Og hva er det for et 'nei takk, sir', om man tør spørre?"" ""Jeg har aldri spist middag med deg, og jeg ser ingen grunn til å gjøre det nå; ikke før - "" ""Før hva? Du elsker ufullførte setninger."" ""Før jeg ikke kan unngå det."" ""Tror du jeg spiser som et menneskeetende monster, eller en gravrøver, siden du er redd for å dele et måltid med meg?"" ""Jeg har ikke gjort meg opp noen mening om saken, sir, men jeg vil gjerne fortsette som før en måned til.""",276,"""Nei takk, sir."" 
""Og hva er det for et 'nei takk, sir', om man tør spørre?"" 
""Jeg har aldri spist middag med deg, og jeg ser ingen grunn til å gjøre det nå; ikke før - "" 
""Før hva? Du elsker ufullførte setninger."" 
""Før jeg ikke kan unngå det."" 
""Tror du jeg spiser som et menneskeetende monster, eller en gravrøver, siden du er redd for å dele et måltid med meg?"" 
""Jeg har ikke gjort meg opp noen mening om saken, sir, men jeg vil gjerne fortsette som før en måned til.""",
JE_39,JE,27,35,Mr. Rochester,Jane,3,,,,,,"“How are you now, Jane?”“Much better, sir; I shall be well soon.”“Taste the wine again, Jane.”",,,,"""Hvordan går det med deg, Jane?"" ""Mye bedre, sir, jeg er snart bra."" ""Drikk litt mer av vinen Jane.""",307,"""Hvordan går det med deg, Jane?"" 
""Mye bedre, sir, jeg er snart bra."" 
""Drikk litt mer av vinen, Jane.""",
JE_40,JE,27,36,Mr. Rochester,Jane,3,,,,,,"”“I remember Mrs. Fairfax told me so once.”“And did you ever hear that my father was an avaricious, grasping man?”“I have understood something to that effect.”",not checked by Anne,,,"""Jeg husker at mrs. Fairfax fortalte meg det en gang."" ""Og har du noen gang hørt at min far var en grisk og grådig mann?"" ""Jeg har oppfattet noe i den retning."" ",312-313,"""Jeg husker at mrs. Fairfax fortalte meg det en gang."" 
""Og har du noen gang hørt at min far var en grisk og grådig mann?"" 
""Jeg har oppfattet noe i den retning."" ",
JE_44,JE,31,40,Some lady at Morton,Jane,6,,,,,,"“Did you find your scholars as attentive as you expected?”“Quite.”“Do you like your house?”“Very much.”“Have I furnished it nicely?”“Very nicely, indeed.”",not checked by Anne,,,"""Var elevene så oppmerksomme som De hadde ventet Dem?"" ""Ja visst."" ""Liker De huset Deres?"" ""Svært godt."" ""Har jeg møblert det fint?"" ""Svært fint.""",372,"""Var elevene så oppmerksomme som De hadde ventet Dem?"" 
""Ja visst."" 
""Liker De huset Deres?"" 
""Svært godt."" 
""Har jeg møblert det fint?"" 
""Svært fint.""",
JE_46,JE,33,42,Jane,Mr. Rivers,7,,,,,,"“I know.”“Was it your suggestion?”“No.”“Whose, then?”“His daughter’s, I think.”“It is like her: she is so good-natured.”“Yes.”",not checked by Anne,,,"""Det vet jeg."" ""Var det Deres forslag?"" ""Nei."" ""Hvis da?"" ""Hans datters, tror jeg."" ""Det ligner henne, hun er så godhjertet."" ""Ja.""",388,"""Det vet jeg."" 
""Var det Deres forslag?"" 
""Nei."" 
""Hvis da?"" 
""Hans datters, tror jeg."" 
""Det ligner henne, hun er så godhjertet."" 
""Ja.""","NB  ""hvis"" i ""hvis da"" is very rare and ver formal. Better to say ""Hvem sitt da""?"
JE_50,JE,34,44,Mr. Rivers,Jane,4,,,,,,"“Do you want her?”“Yes, to go with me to Moor House. Diana and Mary will be at home in a week, and I want to have everything in order against their arrival.”“I understand. I thought you were for flying off on some excursion. It is better so: Hannah shall go with you.”“Tell her to be ready by to-morrow then; and here is the schoolroom key: I will give you the key of my cottage in the morning.”
",not checked by Anne,,,"""Har du bruk for henne?"" ""Ja, for å bli med meg til Moor House; Diana og Mary kommer om en uke, og jeg vil ha alt i orden til da."" ""Jeg forstår; jeg trodde det var for å fyke av sted på en eller annen ekskursjon. Det er bedre slik; Hannah skal bli emd deg."" ""Be henne være klar til i morgen, da, og her er nøkkelen til skolestuen; du skal få nøkkelen til huset mitt i morgen tidlig.""",400,"""Har du bruk for henne?"" 
""Ja, for å bli med meg til Moor House; Diana og Mary kommer om en uke, og jeg vil ha alt i orden til da."" 
""Jeg forstår; jeg trodde det var for å fyke av sted på en eller annen ekskursjon. Det er bedre slik; Hannah skal bli emd deg."" 
""Be henne være klar til i morgen, da, og her er nøkkelen til skolestuen; du skal få nøkkelen til huset mitt i morgen tidlig.""",
JE_8,JE,8,8,Jane,Helen,5,,,,,,"“Helen, why do you stay with a girl whom everybody believes to be a liar?”“Everybody, Jane? Why, there are only eighty people who have heard you called so, and the world contains hundreds of millions.”“But what have I to do with millions? The eighty, I know, despise me.”“Jane, you are mistaken: probably not one in the school either despises or dislikes you: many, I am sure, pity you much.”“How can they pity me after what Mr. Brocklehurst has said?”",,,,"""Hvorfor blir du her hos en som alle tror en løgner?""
""Alle, Jane? Det er da bare åtti mennesker som har hørt deg bli kalt det, og i verden er det mange hundre millioner.""
""Men hva har jeg med millionene å gjøre? De åtti  jeg kjenner, forakter meg.""
""Du tar feil, Jane, antagelig er det ikke en eneste én på skolen som forakter eller misliker deg; mange synes veldig synd på deg, det er jeg sikkar på.""
""Hvordan kan de synes synd på meg etter det mr. Brocklehurst sa?""",71,"""Hvorfor blir du her hos en som alle tror en løgner?""
""Alle, Jane? Det er da bare åtti mennesker som har hørt deg bli kalt det, og i verden er det mange hundre millioner.""
""Men hva har jeg med millionene å gjøre? De åtti  jeg kjenner, forakter meg.""
""Du tar feil, Jane, antagelig er det ikke en eneste én på skolen som forakter eller misliker deg; mange synes veldig synd på deg, det er jeg sikkar på.""
""Hvordan kan de synes synd på meg etter det mr. Brocklehurst sa?""",
JE_55,JE,36,48,Some butler (?),Jane,5,,,,,,"“Well, ma’am, afterwards the house was burnt to the ground: there are only some bits of walls standing now.”“Were any other lives lost?”“No—perhaps it would have been better if there had.”“What do you mean?”",,,,"""Og etterpå?"" ""Vel, frue, etterpå brant huset ned til grunnen; det er bare noen biter av veggene som står igjen nå."" ""Var det noen flere liv so gikk tapt?"" ""Nei - det hadde kanskje vært bedre, det."" ""Hva mener De?""",440,"""Og etterpå?"" 
""Vel, frue, etterpå brant huset ned til grunnen; det er bare noen biter av veggene som står igjen nå."" 
""Var det noen flere liv so gikk tapt?"" 
""Nei - det hadde kanskje vært bedre, det."" 
""Hva mener De?""",
JE_56,JE,37,49,Jane,Mr. Rochester,11,,,,,,"“It is a pity to see it; and a pity to see your eyes—and the scar of fire on your forehead: and the worst of it is, one is in danger of loving you too well for all this; and making too much of you.”“I thought you would be revolted, Jane, when you saw my arm, and my cicatrised visage.”“Did you? Don’t tell me so—lest I should say something disparaging to your judgment. Now, let me leave you an instant, to make a better fire, and have the hearth swept up. Can you tell when there is a good fire?”“Yes; with the right eye I see a glow—a ruddy haze.”“And you see the candles?”“Very dimly—each is a luminous cloud.”“Can you see me?”“No, my fairy: but I am only too thankful to hear and feel you.”“When do you take supper?”“I never take supper.”“But you shall have some to-night. I am hungry: so are you, I daresay, only you forget.”","check cicatrised visage, disparaging in translation",,,"""Det gjør meg vondt å se den, og vondt å se øynene Deres og arret i pannen etter brannen, og det verste er at man bare risikerer å elske Dem mer på grunn av det, og gjøre for mye krus på Dem."" ""Jeg trodde du vile vemmes, Jane, når du så armen og mitt arrete ansikt."" ""Gjorde De det? Ikke si det - i tilfelle jeg skulle si noe nedsettende om Deres dømmekraft. Så, la meg nå få forlate Dem et øyeblikk, for å få bedre varme på peisen og få feid opp rusket. Kan De merke når det brenner godt?"" ""Ja, med høyre øye ser jeg en slags glød - et rødskjær."" ""Og ser De vokslysene?"" ""Svært vagt, som lysende skydotter."" ""Kan De se meg?"" ""Nei, min alv, men jeg er bare så altfor takknemlig over å kunne høre og kjenne deg."" ""Når sier De aftens?"" ""Jeg spiser aldri aftens."" ""Men det skal De i kveld. Jeg er sulten, og det samme er De, skulle jeg tro, De bare glemmer det."" ",448-449,"""Det gjør meg vondt å se den, og vondt å se øynene Deres og arret i pannen etter brannen, og det verste er at man bare risikerer å elske Dem mer på grunn av det, og gjøre for mye krus på Dem.""
""Jeg trodde du vile vemmes, Jane, når du så armen og mitt arrete ansikt."" 
""Gjorde De det? Ikke si det - i tilfelle jeg skulle si noe nedsettende om Deres dømmekraft. Så, la meg nå få forlate Dem et øyeblikk, for å få bedre varme på peisen og få feid opp rusket. Kan De merke når det brenner godt?"" 
""Ja, med høyre øye ser jeg en slags glød - et rødskjær."" 
""Og ser De vokslysene?"" 
""Svært vagt, som lysende skydotter."" 
""Kan De se meg?"" 
""Nei, min alv, men jeg er bare så altfor takknemlig over å kunne høre og kjenne deg."" 
""Når sier De aftens?"" 
""Jeg spiser aldri aftens."" 
""Men det skal De i kveld. Jeg er sulten, og det samme er De, skulle jeg tro, De bare glemmer det."" ",
JE_60,JE,37,51,Mr. Rochester,Jane,11,,,,,,"“Did he study much?”“A good deal.”“What?”“Hindostanee.”“And what did you do meantime?”“I learnt German, at first.”“Did he teach you?”“He did not understand German.”“Did he teach you nothing?”“A little Hindostanee.”“Rivers taught you Hindostanee?”",shortened because it was too long,,,"""Studerte han mye?"" ""En god del."" ""Hva da?"" ""Hindustani."" ""Og hva gjorde så du imens?"" ""Jeg leste tysk, i begynnelsen."" ""Underviste han deg?"" ""Han kunne ikke tysk."" ""Lærte han eg ingenting?"" ""Litt hindustani."" ""Rivers lærte deg hindustani?""",455,"""Studerte han mye?"" 
""En god del."" 
""Hva da?"" 
""Hindustani."" 
""Og hva gjorde så du imens?"" 
""Jeg leste tysk, i begynnelsen."" 
""Underviste han deg?"" 
""Han kunne ikke tysk."" 
""Lærte han deg ingenting?"" 
""Litt hindustani."" 
""Rivers lærte deg hindustani?""","Cf above about ""hindustani"""
,,,,,,,,,,,,,,,,,,,
AK_9,AK,I/10,8,Stepan Arkadyevitch,Tatar (the waiter at the restaurant),4,,,,,,"“Flensburg will do, but are they fresh?”“Only arrived yesterday.”“Well, then, how if we were to begin with oysters, and so change the whole program? Eh?”“It’s all the same to me. I should like cabbage soup and porridge better than anything; but of course there’s nothing like that here.”",,,,"""Flensburg og flensburg, ja vel, men er de friske?"" ""De kom i går."" ""Vel, vi skulle ikke begynne med østers og så forandre hele planen? Nå?"" ""Gjerne for meg. Helst ville jeg hatt kålsuppe og grøt, men det får man vel ikke her.""",46,"""Flensburg og flensburg, ja vel, men er de friske?"" 
""De kom i går."" 
""Vel, vi skulle ikke begynne med østers og så forandre hele planen? Nå?"" 
""Gjerne for meg. Helst ville jeg hatt kålsuppe og grøt, men det får man vel ikke her.""",
AK_18,AK,I/19,11,Anna,Dolly,4,,,,,,"“Yes, but he has kissed her....”“Dolly, hush, darling. I saw Stiva when he was in love with you. I remember the time when he came to me and cried, talking of you, and all the poetry and loftiness of his feeling for you, and I know that the longer he has lived with you the loftier you have been in his eyes. You know we have sometimes laughed at him for putting in at every word: ‘Dolly’s a marvelous woman.’ You have always been a divinity for him, and you are that still, and this has not been an infidelity of the heart....”“But if it is repeated?”“It cannot be, as I understand it....”“Yes, but could you forgive it?”",,,,"""Men han har jo kysset henne . . . "" ""Dolly, vent litt, kjære. Jeg så Stiva da han var forelsket i deg. Jeg husker den tiden han kom til meg og gråt og fortalte om deg, hvor opphøyet og poetisk du var for ham, og jeg vet jo at jo lenger han levet sammen med deg, jo høyere steg du i hans øyne. Vi lo jo sommetider av ham når han føyet til hvert ord han sa: 'Dolly er en vidunderlig kvinne.' For ham har du bestandig vært guddommelig. Hans sjel har ikke vært med i denne henførelsen . . . "" ""Men hvis denne henførelsen gjentar seg?"" ""Det kan den ikke, så vidt jeg begriper . . . "" ""Ja vel, men ville du ha tilgitt?""",86,"""Men han har jo kysset henne . . . "" 
""Dolly, vent litt, kjære. Jeg så Stiva da han var forelsket i deg. Jeg husker den tiden han kom til meg og gråt og fortalte om deg, hvor opphøyet og poetisk du var for ham, og jeg vet jo at jo lenger han levet sammen med deg, jo høyere steg du i hans øyne. Vi lo jo sommetider av ham når han føyet til hvert ord han sa: 'Dolly er en vidunderlig kvinne.' For ham har du bestandig vært guddommelig. Hans sjel har ikke vært med i denne henførelsen . . . "" 
""Men hvis denne henførelsen gjentar seg?"" ""Det kan den ikke, så vidt jeg begriper . . . "" 
""Ja vel, men ville du ha tilgitt?""",
AK_19,AK,I/22,12,Kitty,Korsunsky,4,,,,,,"“No, thank you!”“Where shall I take you?”“Madame Karenina’s here, I think ... take me to her.”“Wherever you command.”",not checked by Anne,,,"""Nei takk."" ""Hvor skal jeg føre dem?"" ""Fru Karenina er visst her. . . før meg til henne."" ""Som De vil.""",95,"""Nei takk."" 
""Hvor skal jeg føre dem?"" 
""Fru Karenina er visst her. . . før meg til henne."" 
""Som De vil.""",
AK_23,AK,II/2,15,old Princess Shcherbatsky,Dolly,3,,,,,,"“Oh, I really don’t understand! Nowadays they will all go their own way, and mothers haven’t a word to say in anything, and then....”“Mamma, I’ll go up to her.”“Well, do. Did I tell you not to?” said her mother.",what is [sic] in Norwegian translation???,,,"""Nei, nå skjønner jeg ingenting lenger! Nå vil alle leve efter sitt eget hodet [sic], ingen forteller noe til moren, men efterpå . . . "" ""Maman [sic], jeg går inn til henne."" ""Bare gå. Har jeg kanskje forbudt deg det?"" sa moren.",146,"""Nei, nå skjønner jeg ingenting lenger! Nå vil alle leve efter sitt eget hodet, ingen forteller noe til moren, men efterpå . . . "" 
""Maman, jeg går inn til henne."" 
""Bare gå. Har jeg kanskje forbudt deg det?""
",
AK_26,AK,II/3,16,Kitty,Dolly,3,,,,,,“But you mustn’t think about it.”“I can’t help it. I’m never happy except with the children at your house.”“What a pity you can’t be with me!”,,,,"""Men la bare være å tenke . . . "" ""Kan ikke. Jeg har det godt bare sammen med barn, bare hos deg."" ""Synd at du ikke kan komme til meg."" ",149,"""Men la bare være å tenke . . . "" 
""Kan ikke. Jeg har det godt bare sammen med barn, bare hos deg."" 
""Synd at du ikke kan komme til meg."" ",
AK_86,AK,VII/24,65,Anna,Vronsky,5,,,,,,"“Can’t you go tomorrow?” she said.“Well, no! The deeds and the money for the business I’m going there for I can’t get by tomorrow,” he answered.“If so, we won’t go at all.”“But why so?”“I shall not go later. Monday or never!”",,,,"""Kan du reise neste dag?"" sa hun. 
""Nei, absolutt ikke. Ærendet jeg skal i, får jeg ikke fullmakt og penger til da,"" sa han.
""Er det slik fatt, så reiser vi ikke i det hele tatt.""
""Men hvorfor ikke?""
""Jeg reiser ikke senere. På mandag eller aldri!""",220,"""Kan du reise neste dag?"" 
""Nei, absolutt ikke. Ærendet jeg skal i, får jeg ikke fullmakt og penger til da.""
""Er det slik fatt, så reiser vi ikke i det hele tatt.""
""Men hvorfor ikke?""
""Jeg reiser ikke senere. På mandag eller aldri!""",
AK_31,AK,II/14,19,Stepan Arkadyevitch,Levin (here called Kostya; Konstantin Dmitrich),4,,,,,,"“Kostya, give orders that if the merchant Ryabinin comes ... I told him to come today, he’s to be brought in and to wait for me....”“Why, do you mean to say you’re selling the forest to Ryabinin?”“Yes. Do you know him?”“To be sure I do. I have had to do business with him, ‘positively and conclusively.’”",,,,"""Gi beskjed, Kostja, om at kjøpmannen Rjabinin kommer - jeg har bedt ham komme i dag - så må han få komme inn og vente . . . "" ""Så det er Rjabinin du skal selge skogen til?"" ""Ja, kjenner du ham kanskje?"" ""Naturligvis. Med ham har jeg hatt affærer som er opp- og avgjort.""",188,"""Gi beskjed, Kostja, om at kjøpmannen Rjabinin kommer - jeg har bedt ham komme i dag - så må han få komme inn og vente . . . "" 
""Så det er Rjabinin du skal selge skogen til?"" 
""Ja, kjenner du ham kanskje?""
""Naturligvis. Med ham har jeg hatt affærer som er opp- og avgjort.""",
AK_34,AK,II/24,22,Alexey Vronsky,Alexander Vronsky,5,,,,,,"“I got it, and I really can’t make out what you are worrying yourself about,” said Alexey.“I’m worrying myself because the remark has just been made to me that you weren’t here, and that you were seen in Peterhof on Monday.”“There are matters which only concern those directly interested in them, and the matter you are so worried about is....”“Yes, but if so, you may as well cut the service....”“I beg you not to meddle, and that’s all I have to say.”",,,,"""Jeg har fått den, og sant å si forstår jeg ikke hva du har å bekymre deg over,"" sa Vronskij. ""Jeg er bekymret fordi det ble bemerket overfor meg at du manglet her i dag og at du sist mandag var blitt påtruffet i Peterhof."" ""Det finnes saker som det tilkommer bare dem å dømme om som er direkte interessert i dem, og den saken du er så bekymret over, er en sådan . . . "" ""Ja vel, men så får man heller la være å stå i tjenesten og . . . "" ""Jeg ber deg ikke blande deg inn, nok om det."" ",225,"""Jeg har fått den, og sant å si forstår jeg ikke hva du har å bekymre deg over.""
""Jeg er bekymret fordi det ble bemerket overfor meg at du manglet her i dag og at du sist mandag var blitt påtruffet i Peterhof.""
""Det finnes saker som det tilkommer bare dem å dømme om som er direkte interessert i dem, og den saken du er så bekymret over, er en sådan . . . "" 
""Ja vel, men så får man heller la være å stå i tjenesten og . . . ""
""Jeg ber deg ikke blande deg inn, nok om det.""
",
AK_40,AK,III/3,25,Sergey Ivanovitch,Levin,3,,,,,,"“What! But you said just now....”“That’s to say, I don’t admit it’s being either good or possible.”“That you can’t tell without making the trial.”",,,,"""Hva? Men du sa jo nettopp . . . "" ""Det vil si at jeg hverken går med på at den er god eller mulig."" ""Det kan du vel ikke vite før du virkelig har forsøkt."" ",15-16,"""Hva? Men du sa jo nettopp . . . "" 
""Det vil si at jeg hverken går med på at den er god eller mulig."" 
""Det kan du vel ikke vite før du virkelig har forsøkt.""",
